Institution,Category_Institution,Accreditation,DateEstablished,Region,Location,Province,Lecture,Student,Category_Total_Student,QS_WUR_Ranking_2024,QS_Asia_Ranking_2024,THE_WUR_Ranking_2024,Member_ASEAN_University_Network
Sekolah Tinggi Ilmu Ekonomi Mars,Sekolah,Tidak Terakreditasi,1/21/1992,1,Pematangsiantar,Sumatera Utara,13,350,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Sultan Agung,Sekolah,Baik,10/27/2000,1,Pematangsiantar,Sumatera Utara,46,1605,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Surya Nusantara,Sekolah,Baik,1/1/1977,1,Pematangsiantar,Sumatera Utara,12,212,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Komunikasi Tunas Bangsa,Sekolah,Baik,9/11/2014,1,Pematangsiantar,Sumatera Utara,41,1872,Small,Unranked,Unranked,Unranked ,No
Universitas Efarina,Universitas,Baik,12/11/2012,1,Pematangsiantar,Sumatera Utara,109,1426,Small,Unranked,Unranked,Unranked ,No
Universitas HKBP Nommensen Pematangsiantar,Universitas,Baik Sekali,12/6/2017,1,Pematangsiantar,Sumatera Utara,132,3294,Small,Unranked,Unranked,Unranked ,No
Universitas Simalungun,Universitas,Baik Sekali,4/9/1966,1,Pematangsiantar,Sumatera Utara,167,5935,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Al Washliyah,Universitas,Baik,7/31/2008,1,Rantauprapat,Sumatera Utara,69,2903,Small,Unranked,Unranked,Unranked ,No
Universitas Islam Labuhan Batu,Universitas,Baik,6/3/1998,1,Rantauprapat,Sumatera Utara,59,2199,Small,Unranked,Unranked,Unranked ,No
Universitas Labuhanbatu,Universitas,Baik Sekali,7/29/2019,1,Rantauprapat,Sumatera Utara,125,4823,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Al-Washliyah,Sekolah,Baik,1/23/1990,1,Sibolga,Sumatera Utara,43,1131,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Nauli Husada,Sekolah,Tidak Terakreditasi,7/21/2009,1,Sibolga,Sumatera Utara,37,400,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Manajemen Informatika dan Komputer Polibisnis ,Akademi,Tidak Terakreditasi,4/4/2002,1,Simalungun,Sumatera Utara,7,124,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Tanjungbalai,Politeknik,Baik,6/12/2008,1,Tanjungbalai,Sumatera Utara,19,109,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Sakinah Husada Tanjung Balai,Sekolah,Tidak Terakreditasi,5/19/2014,1,Tanjungbalai,Sumatera Utara,12,62,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Perikanan dan Kelautan Matauli,Sekolah,Baik,4/26/2018,1,Tapanuli Tengah,Sumatera Utara,28,255,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Perikanan Sibolga,Sekolah,Baik,11/12/2001,1,Tapanuli Tengah,Sumatera Utara,15,390,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan Pemkab Tapanuli Utara,Akademi,Baik,10/10/2003,1,Tapanuli Utara,Sumatera Utara,5,279,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Pariwisata ULCLA,Akademi,Baik,10/30/2019,1,Tapanuli Utara,Sumatera Utara,6,66,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Sisingamangaraja XII Tapanuli Utara,Universitas,Baik Sekali,4/2/1986,1,Tapanuli Utara,Sumatera Utara,77,1146,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Bina Karya,Sekolah,Baik Sekali,2/6/2001,1,Tebing Tinggi,Sumatera Utara,64,2257,Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan HKBP Balige,Akademi,Tidak Terakreditasi,1/3/2012,1,Toba Samosir,Sumatera Utara,8,193,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Del,Institut,Baik Sekali,8/21/2001,1,Toba Samosir,Sumatera Utara,77,1501,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Arjuna,Sekolah,Baik,7/11/2019,1,Toba Samosir,Sumatera Utara,20,383,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Farmasi Cendikia Farma Husada,Akademi,Tidak Terakreditasi,1/31/2020,2,Bandar Lampung,Lampung,9,196,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keperawatan Bunda Delima,Akademi,Tidak Terakreditasi,8/12/1994,2,Bandar Lampung,Lampung,14,117,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Manajemen Informatika dan Komputer Lampung,Akademi,Tidak Terakreditasi,8/22/2003,2,Bandar Lampung,Lampung,5,7,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Manajemen Informatika dan Komputer Master Lampung,Akademi,Tidak Terakreditasi,1/5/2000,2,Bandar Lampung,Lampung,41,343,Extra Small,Unranked,Unranked,Unranked ,No
Institut Informatika Dan Bisnis Darmajaya,Institut,Baik Sekali,6/26/2008,2,Bandar Lampung,Lampung,148,5041,Small Medium,Unranked,Unranked,Unranked ,No
Institut Maritim Prasetiya Mandiri,Institut,Baik Sekali,2/23/2021,2,Bandar Lampung,Lampung,43,723,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Bisnis dan Bahasa Dian Cipta Cendikia,Institut,Baik,9/20/2022,2,Bandar Lampung,Lampung,57,1318,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Sains Nahdlatul Ulama Lampung,Institut,Tidak Terakreditasi,10/27/2021,2,Bandar Lampung,Lampung,28,315,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Kesehatan Kesuma Bangsa,Politeknik,Tidak Terakreditasi,10/27/2020,2,Bandar Lampung,Lampung,17,103,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Al-Madani,Sekolah,Baik,1/2/2018,2,Bandar Lampung,Lampung,13,40,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Gentiaras,Sekolah,Baik Sekali,6/9/2000,2,Bandar Lampung,Lampung,16,371,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Adila,Sekolah,Baik,8/14/2018,2,Bandar Lampung,Lampung,20,432,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Baitul Hikmah,Sekolah,Tidak Terakreditasi,1/13/2023,2,Bandar Lampung,Lampung,11,112,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Panca Bhakti,Sekolah,Baik,5/19/2020,2,Bandar Lampung,Lampung,43,421,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Patriot Bangsa Lampung,Sekolah,Tidak Terakreditasi,11/2/2022,2,Bandar Lampung,Lampung,20,120,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Pertanian Surya Dharma,Sekolah,Tidak Terakreditasi,11/23/1977,2,Bandar Lampung,Lampung,7,76,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Al Islam Tunas Bangsa,Sekolah,Baik,3/25/2011,2,Bandar Lampung,Lampung,24,512,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Teknologi Nusantara,Sekolah,Baik,10/7/1996,2,Bandar Lampung,Lampung,23,407,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Bandar Lampung,Universitas,Baik Sekali,1/17/1984,2,Bandar Lampung,Lampung,192,6163,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Dailami Zain,Universitas,Coming Soon ,,2,Bandar Lampung,Lampung,67,1918,Small,Unranked,Unranked,Unranked ,No
Universitas Malahayati,Universitas,Baik Sekali,1/28/1994,2,Bandar Lampung,Lampung,294,5380,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Mitra Indonesia,Universitas,Baik Sekali,6/21/2018,2,Bandar Lampung,Lampung,122,2463,Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Lampung,Universitas,Baik Sekali,4/24/1987,2,Bandar Lampung,Lampung,89,1927,Small,Unranked,Unranked,Unranked ,No
Universitas Sang Bumi Ruwa Jurai,Universitas,Baik,8/8/1990,2,Bandar Lampung,Lampung,11,3101,Small,Unranked,Unranked,Unranked ,No
Universitas Satu Nusa Lampung,Universitas,Tidak Terakreditasi,4/1/2022,2,Bandar Lampung,Lampung,45,577,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Teknokrat Indonesia,Universitas,Baik Sekali,9/18/2017,2,Bandar Lampung,Lampung,137,5297,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Tulang Bawang,Universitas,Baik Sekali,6/3/1997,2,Bandar Lampung,Lampung,61,1829,Small,Unranked,Unranked,Unranked ,No
Akademi Komunitas Dharma Bhakti Bangka,Akademi,Tidak Terakreditasi,12/4/2015,2,Bangka,Bangka Belitung,7,45,Extra Small,Unranked,Unranked,Unranked ,No
Institut Pahlawan 12,Institut,Coming Soon ,,2,Bangka,Bangka Belitung,30,405,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Nasional,Institut,Tidak Terakreditasi,6/7/2021,2,Banyuasin,Sumatera Selatan,19,0,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Belitung,Politeknik,Tidak Terakreditasi,4/25/2022,2,Belitung,Bangka Belitung,16,121,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Darma Ganesha,Politeknik,Tidak Terakreditasi,5/19/2014,2,Belitung,Bangka Belitung,7,34,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Akuntansi Dan Manajemen Pembangunan,Akademi,Tidak Terakreditasi,11/9/2020,2,Bengkulu,Bengkulu,5,42,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Analis Kesehatan Harapan Bangsa,Akademi,Baik,10/5/2002,2,Bengkulu,Bengkulu,8,119,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi Bengkulu,Sekolah,Baik,4/13/1987,2,Bengkulu,Bengkulu,37,1666,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Al-Fatah Bengkulu,Sekolah,Baik,8/5/2020,2,Bengkulu,Bengkulu,22,445,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Bhakti Husada Bengkulu,Sekolah,Baik Sekali,8/1/2003,2,Bengkulu,Bengkulu,29,569,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Sapta Bakti,Sekolah,Baik,5/8/2020,2,Bengkulu,Bengkulu,31,331,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Tri Mandiri Sakti Bengkulu,Sekolah,Baik,8/30/2001,2,Bengkulu,Bengkulu,59,1149,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Teknik Trisula,Sekolah,Baik,9/23/2002,2,Bengkulu,Bengkulu,30,316,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Dehasen Bengkulu,Universitas,Baik Sekali,4/28/2008,2,Bengkulu,Bengkulu,226,5500,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Bengkulu,Universitas,Baik Sekali,6/22/1991,2,Bengkulu,Bengkulu,292,7333,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Prof Dr Hazairin SH,Universitas,Baik Sekali,4/16/1984,2,Bengkulu ,Bengkulu ,157,4060,Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Manna,Akademi,Tidak Terakreditasi,7/24/2003,2,Bengkulu Selatan,Bengkulu,8,62,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Ratu Samban,Universitas,Baik,2/22/2001,2,Bengkulu Utara,Bengkulu,68,832,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Serelo Lahat,Universitas,Tidak Terakreditasi,6/6/2023,2,Lahat,Sumatera Selatan,37,580,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Hampar Baiduri,Akademi,Tidak Terakreditasi,9/12/2005,2,Lampung Selatan,Lampung,10,47,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Kalianda,Sekolah,Baik,8/6/1987,2,Lampung Selatan,Lampung,12,416,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Hukum Muhammadiyah Kalianda,Sekolah,Baik,3/23/2000,2,Lampung Selatan,Lampung,10,234,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Indonesia Mandiri,Universitas,Tidak Terakreditasi,6/25/2021,2,Lampung Selatan,Lampung,55,262,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Wahana Husada Bandar Jaya,Akademi,Baik,9/4/2006,2,Lampung Tengah,Lampung,7,83,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Kalirejo Lampung,Sekolah,Tidak Terakreditasi,3/5/2018,2,Lampung Tengah,Lampung,13,134,Extra Small,Unranked,Unranked,Unranked ,No
Institut Bakti Nusantara,Institut,Tidak Terakreditasi,7/12/2022,2,Lampung Timur,Lampung,92,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan PGRI Metro,Sekolah,Baik,10/22/1984,2,Lampung Timur,Lampung,28,1126,Small,Unranked,Unranked,Unranked ,No
Universitas Nahdlatul Ulama Lampung,Universitas,Baik,10/17/2014,2,Lampung Timur,Lampung,88,4616,Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan An-Nur Husada Walisongo,Akademi,Tidak Terakreditasi,8/3/2007,2,Lampung Utara,Lampung,9,46,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Gemilang Husada Kotabumi,Akademi,Tidak Terakreditasi,12/22/2006,2,Lampung Utara,Lampung,9,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Ragam Tunas,Sekolah,Baik Sekali,7/23/1993,2,Lampung Utara,Lampung,14,77,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Surya Intan,Sekolah,Tidak Terakreditasi,8/23/2000,2,Lampung Utara,Lampung,34,265,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Kotabumi,Universitas,Baik Sekali,6/17/2019,2,Lampung Utara,Lampung,91,2416,Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Nusantara Indonesia Lubuklinggau,Akademi,Tidak Terakreditasi,6/5/2007,2,Lubuk Linggau,Sumatera Selatan,10,86,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi dan Bisnis Prana Putra,Sekolah,Tidak Terakreditasi,3/25/2019,2,Lubuk Linggau,Sumatera Selatan,12,189,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Fitrah Aldar,Sekolah,Tidak Terakreditasi,12/7/2005,2,Lubuk Linggau,Sumatera Selatan,12,92,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Manajemen Informatika dan Komputer Bina Nusantara Jaya Lubuk Linggau,Sekolah,Baik,5/5/2007,2,Lubuk Linggau,Sumatera Selatan,17,97,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Bina Insan,Universitas,Baik,3/20/2019,2,Lubuk Linggau,Sumatera Selatan,85,2700,Small,Unranked,Unranked,Unranked ,No
Universitas Musi Rawas,Universitas,Baik,9/25/2009,2,Lubuk Linggau,Sumatera Selatan,70,1210,Small,Unranked,Unranked,Unranked ,No
Universitas PGRI Silampari,Universitas,Baik Sekali,1/18/2022,2,Lubuk Linggau,Sumatera Selatan,153,2820,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Mesuji,Institut,Tidak Terakreditasi,9/15/2020,2,Mesuji,Lampung,10,117,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Kumala Lampung,Sekolah,Tidak Terakreditasi,12/11/2012,2,Metro,Lampung,25,279,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Rosalia Lampung,Sekolah,Tidak Terakreditasi,2/5/2018,2,Metro,Lampung,22,724,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Dharma Wacana,Universitas,Coming Soon ,,2,Metro,Lampung,81,2356,Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Metro,Universitas,Baik Sekali,5/30/1967,2,Metro,Lampung,204,5713,Small Medium,Unranked,Unranked,Unranked ,No
Universitas Wira Buana Metro,Universitas,Coming Soon ,,2,Metro,Lampung,26,101,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Komunitas Industri Pertambangan Bukit Asam,Akademi,Tidak Terakreditasi,2/18/2019,2,Muara Enim,Sumatera Selatan,12,44,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Serasan,Universitas,Tidak Terakreditasi,5/25/2022,2,Muara Enim,Sumatera Selatan,38,471,Extra Small,Unranked,Unranked,Unranked ,No
Institut Rahmaniyah Sekayu,Institut,Tidak Terakreditasi,6/22/2023,2,Musi Banyu Asin,Sumatera Selatan,36,1003,Small,Unranked,Unranked,Unranked ,No
Politeknik Sekayu,Politeknik,Baik,11/29/2007,2,Musi Banyu Asin,Sumatera Selatan,25,197,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Muhammadiyah Sumatera,Institut,Tidak Terakreditasi,2/17/2022,2,Musi Rawas,Sumatera Selatan,17,77,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Agung Husada,Akademi,Tidak Terakreditasi,3/14/2012,2,Ogan Komering Ilir,Sumatera Selatan,5,8,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Bunga Bangsaku ,Akademi,Baik,9/5/2008,2,Ogan Komering Ilir,Sumatera Selatan,5,0,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Islam Ogan Komering Ilir Kayuagung,Universitas,Baik,2/5/2007,2,Ogan Komering Ilir ,Sumatera Selatan,43,670,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Dwi Sakti Baturaja,Sekolah,Baik,12/14/1998,2,Ogan Komering Ulu,Sumatera Selatan,9,163,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Al Ma`arif,Sekolah,Baik,8/2/2001,2,Ogan Komering Ulu,Sumatera Selatan,34,286,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Baturaja,Universitas,Baik Sekali,7/8/1999,2,Ogan Komering Ulu,Sumatera Selatan,148,3069,Small,Unranked,Unranked,Unranked ,No
Politeknik YPPB Belitang,Politeknik,Tidak Terakreditasi,8/8/2000,2,Ogan Komering Ulu Timur,Sumatera Selatan,9,0,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Trisna Negara,Sekolah,Baik,2/19/1997,2,Ogan Komering Ulu Timur,Sumatera Selatan,38,1054,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Pertanian Belitang,Sekolah,Baik,4/5/2001,2,Ogan Komering Ulu Timur,Sumatera Selatan,21,418,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Bina Marta,Sekolah,Tidak Terakreditasi,8/12/2014,2,Ogan Komering Ulu Timur,Sumatera Selatan,14,314,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah OKU Timur,Sekolah,Tidak Terakreditasi,12/18/2018,2,Ogan Komering Ulu Timur,Sumatera Selatan,25,721,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Nurul Huda,Universitas,Baik,11/3/2021,2,Ogan Komering Ulu Timur,Sumatera Selatan,62,2298,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi Pagar Alam,Institut,Baik,1/27/2022,2,Pagar Alam,Sumatera Selatan,52,606,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Keguruan dan Ilmu Pendidikan Muhammadiyah Pagaralam,Sekolah,Baik,8/18/2000,2,Pagar Alam,Sumatera Selatan,26,380,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Lembah Dempo,Universitas,Tidak Terakreditasi,9/5/2023,2,Pagar Alam,Sumatera Selatan,37,653,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Kebidanan Heppy Zal,Akademi,Tidak Terakreditasi,7/12/2004,2,Palembang,Sumatera Selatan,7,0,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Keuangan dan Perbankan Mulia Darma Pratama,Akademi,Baik,6/3/1997,2,Palembang,Sumatera Selatan,6,79,Extra Small,Unranked,Unranked,Unranked ,No
Akademi Maritim Bina Bahari,Akademi,Tidak Terakreditasi,3/13/2006,2,Palembang,Sumatera Selatan,11,169,Extra Small,Unranked,Unranked,Unranked ,No
Institut Ilmu Kesehatan dan Teknologi Muhammadiyah Palembang,Institut,Baik Sekali,8/5/2020,2,Palembang,Sumatera Selatan,69,1624,Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Bina Sriwijaya,Institut,Tidak Terakreditasi,2/11/2024,2,Palembang,Sumatera Selatan,37,379,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Bisnis Palcomtech,Institut,Baik Sekali,4/20/2022,2,Palembang,Sumatera Selatan,41,838,Extra Small,Unranked,Unranked,Unranked ,No
Institut Teknologi dan Sains Nahdlatul Ulama Sriwijaya Sumatera Selatan,Institut,Tidak Terakreditasi,1/17/2022,2,Palembang,Sumatera Selatan,0,0,Extra Small,Unranked,Unranked,Unranked ,No
Politeknik Akamigas Palembang,Politeknik,Baik Sekali,9/28/2006,2,Palembang,Sumatera Selatan,38,581,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Bahasa Asing Methodist,Sekolah,Tidak Terakreditasi,2/23/2000,2,Palembang,Sumatera Selatan,17,35,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi Bala Putra Dewa,Sekolah,Baik,10/16/2014,2,Palembang,Sumatera Selatan,25,557,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi dan Pemerintahan Annisa Dwi Salfarizi,Sekolah,Baik,8/26/2004,2,Palembang,Sumatera Selatan,23,689,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Administrasi Satya Negara,Sekolah,Baik,6/9/2000,2,Palembang,Sumatera Selatan,36,1132,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi APRIN,Sekolah,Baik Sekali,4/3/1982,2,Palembang,Sumatera Selatan,45,1460,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Ekonomi Mulia Darma Pratama,Sekolah,Baik,6/1/1999,2,Palembang,Sumatera Selatan,18,361,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Farmasi Bhakti Pertiwi,Sekolah,Baik,8/7/2002,2,Palembang,Sumatera Selatan,34,948,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Hukum Sumpah Pemuda,Sekolah,Baik Sekali,10/20/1994,2,Palembang,Sumatera Selatan,36,2162,Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Abdurahman Palembang,Sekolah,Tidak Terakreditasi,8/15/2018,2,Palembang,Sumatera Selatan,32,450,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Aisyiyah Palembang,Sekolah,Baik,9/5/2003,2,Palembang,Sumatera Selatan,32,332,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Al-Su'aibah,Sekolah,Baik,10/26/2020,2,Palembang,Sumatera Selatan,15,103,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Dona Palembang,Sekolah,Baik,2/8/2021,2,Palembang,Sumatera Selatan,16,295,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Hesti Wira Sriwijaya,Sekolah,Tidak Terakreditasi,3/8/2023,2,Palembang,Sumatera Selatan,17,316,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Masyarakat Abdi Nusa,Sekolah,Tidak Terakreditasi,10/16/2000,2,Palembang,Sumatera Selatan,15,317,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Mitra Adiguna,Sekolah,Baik,3/28/2008,2,Palembang,Sumatera Selatan,25,362,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Pembina Palembang,Sekolah,Tidak Terakreditasi,7/18/2005,2,Palembang,Sumatera Selatan,8,16,Extra Small,Unranked,Unranked,Unranked ,No
Sekolah Tinggi Ilmu Kesehatan Siti Khadijah,Sekolah,Baik,10/8/2004,2,Palembang,Sumatera Selatan,52,1002,Small,Unranked,Unranked,Unranked ,No
Universitas Bina Darma,Universitas,Baik Sekali,3/17/1993,2,Palembang,Sumatera Selatan,214,6265,Small Medium,Unranked,Unranked,Unranked ,No
Universitas IBA,Universitas,Baik,11/1/1986,2,Palembang,Sumatera Selatan,56,763,Extra Small,Unranked,Unranked,Unranked ,No
Universitas Indo Global Mandiri,Universitas,Baik Sekali,5/22/2008,2,Palembang,Sumatera Selatan,139,3667,Small,Unranked,Unranked,Unranked ,No
Universitas Kader Bangsa,Universitas,Baik Sekali,7/5/2001,2,Palembang,Sumatera Selatan,95,1739,Small,Unranked,Unranked,Unranked ,No
Universitas Katolik Musi Charitas,Universitas,Baik Sekali,10/17/2014,2,Palembang,Sumatera Selatan,101,1891,Small,Unranked,Unranked,Unranked ,No
Universitas Muhammadiyah Palembang,Universitas,Baik Sekali,3/9/1984,2,Palembang,Sumatera Selatan,423,10203,Medium,Unranked,Unranked,Unranked ,No
